ball_id, ball_group, x_position, y_position, radius
466, None, 0.0187145, -0.000788743, 0.000668759
467, None, 0.0042127, 0.036785, 0.000509007
468, None, -0.0114339, -0.00924733, 0.000605431
469, None, 0.0207694, -0.0470702, 0.000730794
470, None, -0.0171856, -0.0238631, 0.000523271
471, None, 0.0205268, 0.00671152, 0.000744108
472, None, -0.019726, -0.0451147, 0.00071164
473, None, -0.014253, -0.0298082, 0.000526372
474, None, 0.0200181, -0.045986, 0.000640883
475, None, -0.00408655, 0.0260128, 0.00065041
476, None, 0.0160631, 0.0470708, 0.000580604
477, None, -0.0154712, 0.0308727, 0.000642823
478, None, 0.0112671, 0.01397, 0.000664077
479, None, 0.00626887, 0.0356867, 0.000715208
480, None, -0.00824607, -0.0347807, 0.000694584
481, None, 0.0179426, 0.0398994, 0.000742019
482, None, -0.0243901, 0.036661, 0.000647103
483, None, 0.0152433, -0.0287148, 0.000664931
484, None, 0.0210392, 0.023644, 0.000504402
485, None, -0.0235455, 0.0190743, 0.000701828
486, None, -0.0101288, 0.00504392, 0.000627767
487, None, -0.0137601, 0.0423072, 0.000537152
488, None, 0.0178391, -0.0293229, 0.000573331
489, None, 0.00381878, -0.0208514, 0.000578933
490, None, 0.0193269, -0.00843096, 0.000730593
491, None, 0.018595, -0.0313175, 0.000663825
492, None, -0.00912193, 0.0306034, 0.000507396
493, None, 0.0242856, 0.0263244, 0.000724857
494, None, -0.00715646, 0.0326928, 0.000580849
495, None, 0.0177667, 0.0244095, 0.000673635
496, None, -0.000315904, -0.00461202, 0.000533871
497, None, 0.0244789, -0.0229556, 0.000539925
498, None, 0.0164672, 0.0317315, 0.000578323
499, None, 0.00787811, -0.0462204, 0.000702159
500, None, -0.0178514, 0.0352267, 0.000505526
501, None, 0.0232262, 0.00658996, 0.000740571
502, None, 0.0132773, -0.000470839, 0.000660605
503, None, -0.0220032, 0.0390271, 0.000747918
504, None, 0.0197277, 0.037635, 0.000560024
505, None, -0.022431, 0.00371796, 0.000597092
506, None, 0.0183094, -0.00930976, 0.000637785
507, None, 0.0181509, -0.0448415, 0.00052702
508, None, -0.00334043, 0.0451618, 0.000618239
509, None, -0.0144849, 0.0204073, 0.000673506
510, None, 0.00228143, 0.0262284, 0.000606117
511, None, 0.0168673, 0.00461377, 0.000679772
512, None, 0.0078387, 0.00132745, 0.000508849
513, None, 0.0118627, 0.0243682, 0.000746691
514, None, -0.00628956, 0.0356321, 0.000555968
515, None, 0.0139419, 0.000609464, 0.000649203
516, None, 0.0232102, 0.00988224, 0.000532175
517, None, 0.0212588, -0.0232948, 0.000578825
518, None, 0.00730293, 0.0277491, 0.000658493
519, None, 0.0151679, 0.000514065, 0.000595455
520, None, -0.01586, -0.0102225, 0.000504125
521, None, 0.00290018, 0.0461376, 0.000678558
522, None, 0.0152523, -0.0463262, 0.000605552
523, None, -0.00929351, -0.045122, 0.000585388
524, None, 0.00890889, -0.0359609, 0.000588156
525, None, 0.00278483, -0.0386728, 0.000660034
526, None, 0.0184775, 0.0109787, 0.00052976
527, None, -0.00910689, -0.0356663, 0.000564019
528, None, -0.000164602, 0.0483488, 0.00056832
529, None, -0.0243702, 0.0379244, 0.000642861
530, None, 0.0131598, -0.0252775, 0.000741585
531, None, 0.0221609, 0.0102368, 0.00062072
532, None, -0.00612436, -0.0117318, 0.000624988
533, None, -0.0243621, -0.0274746, 0.000672174
534, None, -0.00774009, 0.0455097, 0.000635105
535, None, 0.00723145, -0.0474708, 0.000720371
536, None, -0.00728525, 0.0277048, 0.000611418
537, None, -0.010148, 0.00937713, 0.000668695
538, None, 0.000829685, 0.0319273, 0.000570644
539, None, -0.00528426, -0.0314571, 0.000728112
540, None, -0.0158663, 0.00186617, 0.00061307
541, None, -0.0109235, -0.000484578, 0.000589606
542, None, 0.0201626, 0.00203689, 0.00064029
543, None, -0.0212954, 0.0362707, 0.000546316
544, None, -0.0203817, -0.0136239, 0.000598369
545, None, -0.00405608, 0.00578448, 0.000720506
546, None, -0.00333028, -0.00621533, 0.000701651
547, None, 0.00271623, -0.0211002, 0.000581319
548, None, -0.0160888, -0.0152046, 0.000531474
549, None, -0.00859772, 0.048417, 0.000640909
550, None, 0.0110324, -0.0272998, 0.000700979
551, None, -0.00177184, 0.043479, 0.000747191
552, None, -0.0192695, 0.000931901, 0.000543431
553, None, -0.00121783, 0.0229841, 0.000684542
554, None, -0.0243772, 0.00930611, 0.000631061
555, None, 0.0233195, 0.0271492, 0.000547274
